Postcode,In Use?,Latitude,Longitude,Easting,Northing,Grid Ref,Ward,Parish,Introduced,Terminated,Altitude,Country,Last Updated,Quality,LSOA Code
EC3A 7TT,No,51.515066,-0.075899,533608,181326,TQ336813,"Portsoken","City of London, unparished area",1998-12-01,2012-05-01,34,England,2020-02-19,"Within the building of the matched address closest to the postcode mean",E01000005
EC3A 7WA,No,51.515536,-0.078762,533408,181373,TQ334813,"Aldgate","City of London, unparished area",1998-06-01,2001-04-01,30,England,2020-02-19,"Postcode sector mean (mainly PO Boxes)",E01000005
EC3A 8AA,Yes,51.515124,-0.080523,533287,181324,TQ332813,"Lime Street","City of London, unparished area",1980-01-01,,33,England,2020-02-19,"Within the building of the matched address closest to the postcode mean",E01032739
EC3A 8AB,Yes,51.514242,-0.081583,533216,181224,TQ332812,"Lime Street","City of London, unparished area",2002-06-01,,39,England,2020-02-19,"Within the building of the matched address closest to the postcode mean",E01032739
EC3A 8AD,No,51.514474,-0.080349,533301,181252,TQ333812,"Aldgate","City of London, unparished area",2006-01-01,2008-10-01,36,England,2020-02-19,"Within the building of the matched address closest to the postcode mean",E01032739
EC3A 8AE,Yes,51.514197,-0.081052,533253,181220,TQ332812,"Aldgate","City of London, unparished area",2008-02-01,,38,England,2020-02-19,"Within the building of the matched address closest to the postcode mean",E01032739
EC3A 8AF,Yes,51.514484,-0.080463,533293,181253,TQ332812,"Aldgate","City of London, unparished area",2006-04-01,,36,England,2020-02-19,"Within the building of the matched address closest to the postcode mean",E01032739
EC3A 8AG,No,51.514913,-0.080835,533266,181300,TQ332812,"Lime Street","City of London, unparished area",2008-12-01,2019-01-01,33,England,2020-02-19,"Within the building of the matched address closest to the postcode mean",E01032739
EC3A 8AH,Yes,51.514318,-0.081278,533237,181233,TQ332812,"Lime Street","City of London, unparished area",1980-01-01,,37,England,2020-02-19,"Within the building of the matched address closest to the postcode mean",E01032739
EC3A 8AJ,No,51.514929,-0.081785,533200,181300,TQ332813,"Lime Street","City of London, unparished area",1980-01-01,1981-12-01,33,England,2020-02-19,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01032739
EC3A 8AL,Yes,51.514008,-0.080455,533295,181200,TQ332812,"Aldgate","City of London, unparished area",2016-02-01,,38,England,2020-02-19,"Within the building of the matched address closest to the postcode mean",E01032739
EC3A 8AN,No,51.514905,-0.080345,533300,181300,TQ332812,"Aldgate","City of London, unparished area",1988-03-01,1992-12-01,34,England,2020-02-19,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01032739
EC3A 8AP,No,51.514905,-0.080345,533300,181300,TQ332812,"Aldgate","City of London, unparished area",1981-06-01,1992-12-01,34,England,2020-02-19,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01032739
EC3A 8AQ,Yes,51.515581,-0.080852,533263,181374,TQ332813,"Lime Street","City of London, unparished area",2018-01-01,,40,England,2020-02-19,"Within the building of the matched address closest to the postcode mean",E01032739
EC3A 8AR,No,51.515518,-0.079339,533368,181370,TQ333813,"Aldgate","City of London, unparished area",1981-06-01,2000-10-01,31,England,2020-02-19,"Within the building of the matched address closest to the postcode mean",E01000005
EC3A 8AS,No,51.514905,-0.080345,533300,181300,TQ332812,"Aldgate","City of London, unparished area",1984-10-01,1992-12-01,34,England,2020-02-19,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01032739
EC3A 8AT,No,51.514905,-0.080345,533300,181300,TQ332812,"Aldgate","City of London, unparished area",1980-01-01,1990-12-01,34,England,2020-02-19,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01032739
EC3A 8AU,No,51.514905,-0.080345,533300,181300,TQ332812,"Aldgate","City of London, unparished area",1980-01-01,1991-12-01,34,England,2020-02-19,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01032739
EC3A 8AX,No,51.514905,-0.080345,533300,181300,TQ332812,"Aldgate","City of London, unparished area",1980-01-01,1992-12-01,34,England,2020-02-19,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01032739
EC3A 8AY,No,51.5143,-0.081278,533237,181231,TQ332812,"Lime Street","City of London, unparished area",2003-05-01,2004-08-01,38,England,2020-02-19,"Imputed by ONS by reference to surrounding postcode grid references",E01032739
EC3A 8BA,Yes,51.515551,-0.079571,533352,181373,TQ333813,"Aldgate","City of London, unparished area",2018-04-01,,39,England,2020-02-19,"Within the building of the matched address closest to the postcode mean",E01000005
EC3A 8BB,No,51.514242,-0.081583,533216,181224,TQ332812,"Lime Street","City of London, unparished area",1992-01-01,2014-11-01,39,England,2020-02-19,"Within the building of the matched address closest to the postcode mean",E01032739
EC3A 8BD,No,51.515518,-0.079339,533368,181370,TQ333813,"Aldgate","City of London, unparished area",2002-07-01,2006-04-01,31,England,2020-02-19,"Within the building of the matched address closest to the postcode mean",E01000005
EC3A 8BE,No,51.515518,-0.079339,533368,181370,TQ333813,"Aldgate","City of London, unparished area",2002-07-01,2015-11-01,31,England,2020-02-19,"Within the building of the matched address closest to the postcode mean",E01000005
EC3A 8BF,Yes,51.514484,-0.080463,533293,181253,TQ332812,"Aldgate","City of London, unparished area",2003-02-01,,36,England,2020-02-19,"Within the building of the matched address closest to the postcode mean",E01032739
EC3A 8BG,Yes,51.515405,-0.079041,533389,181358,TQ333813,"Aldgate","City of London, unparished area",2001-12-01,,31,England,2020-02-19,"Within the building of the matched address closest to the postcode mean",E01000005
EC3A 8BH,Yes,51.514975,-0.080212,533309,181308,TQ333813,"Aldgate","City of London, unparished area",1992-08-01,,34,England,2020-02-19,"Within the building of the matched address closest to the postcode mean",E01032739
EC3A 8BJ,No,51.514905,-0.080345,533300,181300,TQ332812,"Aldgate","City of London, unparished area",1980-01-01,1985-12-01,34,England,2020-02-19,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01032739
EC3A 8BL,No,51.514007,-0.080383,533300,181200,TQ332812,"Aldgate","City of London, unparished area",1985-04-01,1992-12-01,38,England,2020-02-19,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01032739
EC3A 8BN,Yes,51.513749,-0.081114,533250,181170,TQ332811,"Aldgate","City of London, unparished area",2011-08-01,,41,England,2020-02-19,"Within the building of the matched address closest to the postcode mean",E01032739
EC3A 8BP,No,51.51403,-0.081823,533200,181200,TQ331811,"Lime Street","City of London, unparished area",1980-01-01,1990-12-01,40,England,2020-02-19,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01032739
EC3A 8BR,No,51.51403,-0.081823,533200,181200,TQ331811,"Lime Street","City of London, unparished area",1983-07-01,1994-05-01,40,England,2020-02-19,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01032739
EC3A 8BS,No,51.514198,-0.081081,533251,181220,TQ332812,"Aldgate","City of London, unparished area",1980-01-01,2000-06-01,38,England,2020-02-19,"Within the building of the matched address closest to the postcode mean",E01032739
EC3A 8BT,No,51.51403,-0.081823,533200,181200,TQ331811,"Lime Street","City of London, unparished area",1980-01-01,1992-12-01,40,England,2020-02-19,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01032739
EC3A 8BU,No,51.51403,-0.081823,533200,181200,TQ331811,"Lime Street","City of London, unparished area",1980-01-01,1991-12-01,40,England,2020-02-19,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01032739
EC3A 8BX,No,51.51403,-0.081823,533200,181200,TQ331811,"Lime Street","City of London, unparished area",1980-01-01,1984-12-01,40,England,2020-02-19,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01032739
EC3A 8BY,Yes,51.515317,-0.080241,533306,181346,TQ333813,"Lime Street","City of London, unparished area",1987-04-01,,33,England,2020-02-19,"Within the building of the matched address closest to the postcode mean",E01032739
EC3A 8DA,No,51.51403,-0.081823,533200,181200,TQ331811,"Lime Street","City of London, unparished area",1980-01-01,1981-12-01,40,England,2020-02-19,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01032739
EC3A 8DD,No,51.51403,-0.081823,533200,181200,TQ331811,"Lime Street","City of London, unparished area",1980-01-01,1994-05-01,40,England,2020-02-19,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01032739
EC3A 8DE,No,51.514444,-0.080725,533275,181248,TQ332812,"Aldgate","City of London, unparished area",1980-01-01,2001-09-01,36,England,2020-02-19,"Approximate to within 50 metres",E01032739
EC3A 8DH,No,51.514007,-0.080383,533300,181200,TQ332812,"Aldgate","City of London, unparished area",1980-01-01,1992-12-01,38,England,2020-02-19,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01032739
EC3A 8DN,No,51.51403,-0.081823,533200,181200,TQ331811,"Lime Street","City of London, unparished area",1980-01-01,1984-12-01,40,England,2020-02-19,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01032739
EC3A 8DP,No,51.514905,-0.080345,533300,181300,TQ332812,"Aldgate","City of London, unparished area",1980-01-01,1981-12-01,34,England,2020-02-19,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01032739
EC3A 8DQ,No,51.51403,-0.081823,533200,181200,TQ331811,"Lime Street","City of London, unparished area",1980-01-01,1995-07-01,40,England,2020-02-19,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01032739
EC3A 8DR,No,51.515973,-0.080228,533305,181419,TQ333814,"Bishopsgate","City of London, unparished area",1980-01-01,2000-10-01,31,England,2020-02-19,"Within the building of the matched address closest to the postcode mean",E01032739
EC3A 8DS,No,51.51403,-0.081823,533200,181200,TQ331811,"Lime Street","City of London, unparished area",1980-01-01,1991-12-01,40,England,2020-02-19,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01032739
EC3A 8DT,No,51.51403,-0.081823,533200,181200,TQ331811,"Lime Street","City of London, unparished area",1980-01-01,1992-12-01,40,England,2020-02-19,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01032739
EC3A 8DU,No,51.51403,-0.081823,533200,181200,TQ331811,"Lime Street","City of London, unparished area",1980-01-01,1995-07-01,40,England,2020-02-19,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01032739
EC3A 8DX,No,51.51403,-0.081823,533200,181200,TQ331811,"Lime Street","City of London, unparished area",1980-01-01,1984-12-01,40,England,2020-02-19,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01032739
EC3A 8DY,No,51.51403,-0.081823,533200,181200,TQ331811,"Lime Street","City of London, unparished area",1980-01-01,1986-12-01,40,England,2020-02-19,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01032739
EC3A 8ED,No,51.51403,-0.081823,533200,181200,TQ331811,"Lime Street","City of London, unparished area",1980-01-01,1995-07-01,40,England,2020-02-19,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01032739
EC3A 8EE,Yes,51.514244,-0.081557,533218,181224,TQ332812,"Lime Street","City of London, unparished area",1991-09-01,,39,England,2020-02-19,"Within the building of the matched address closest to the postcode mean",E01032739
EC3A 8EF,No,51.514905,-0.080345,533300,181300,TQ332812,"Aldgate","City of London, unparished area",1998-12-01,1999-12-01,34,England,2020-02-19,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01032739
EC3A 8EH,No,51.51403,-0.081823,533200,181200,TQ331811,"Lime Street","City of London, unparished area",1980-01-01,1984-12-01,40,England,2020-02-19,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01032739
EC3A 8EJ,No,51.51403,-0.081823,533200,181200,TQ331811,"Lime Street","City of London, unparished area",1980-01-01,1992-12-01,40,England,2020-02-19,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01032739
EC3A 8EN,No,51.514198,-0.081081,533251,181220,TQ332812,"Aldgate","City of London, unparished area",1996-06-01,2007-03-01,38,England,2020-02-19,"Within the building of the matched address closest to the postcode mean",E01032739
EC3A 8EP,Yes,51.514484,-0.080463,533293,181253,TQ332812,"Aldgate","City of London, unparished area",2003-01-01,,36,England,2020-02-19,"Within the building of the matched address closest to the postcode mean",E01032739
EC3A 8EQ,Yes,51.514197,-0.081052,533253,181220,TQ332812,"Aldgate","City of London, unparished area",1994-12-01,,38,England,2020-02-19,"Within the building of the matched address closest to the postcode mean",E01032739
EC3A 8ER,No,51.514474,-0.080349,533301,181252,TQ333812,"Aldgate","City of London, unparished area",2004-06-01,2005-03-01,36,England,2020-02-19,"Imputed by ONS by reference to surrounding postcode grid references",E01032739
EC3A 8ES,No,51.51403,-0.081823,533200,181200,TQ331811,"Lime Street","City of London, unparished area",1980-01-01,1991-12-01,40,England,2020-02-19,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01032739
EC3A 8ET,No,51.51403,-0.081823,533200,181200,TQ331811,"Lime Street","City of London, unparished area",1980-01-01,1995-07-01,40,England,2020-02-19,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01032739
EC3A 8EU,No,51.514905,-0.080345,533300,181300,TQ332812,"Aldgate","City of London, unparished area",1980-01-01,1991-12-01,34,England,2020-02-19,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01032739
EC3A 8EW,No,51.515116,-0.080062,533319,181324,TQ333813,"Aldgate","City of London, unparished area",1998-12-01,2002-10-01,33,England,2020-02-19,"Within the building of the matched address closest to the postcode mean",E01032739
EC3A 8EX,Yes,51.514975,-0.080212,533309,181308,TQ333813,"Aldgate","City of London, unparished area",1980-01-01,,34,England,2020-02-19,"Within the building of the matched address closest to the postcode mean",E01032739
EC3A 8EY,No,51.514905,-0.080345,533300,181300,TQ332812,"Aldgate","City of London, unparished area",1980-01-01,1991-12-01,34,England,2020-02-19,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01032739
EC3A 8EZ,No,51.514905,-0.080345,533300,181300,TQ332812,"Aldgate","City of London, unparished area",1998-12-01,1999-06-01,34,England,2020-02-19,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01032739
EC3A 8FR,Yes,51.515233,-0.080072,533318,181337,TQ333813,"Aldgate","City of London, unparished area",2009-04-01,,33,England,2020-02-19,"Within the building of the matched address closest to the postcode mean",E01032739
EC3A 8HA,No,51.51403,-0.081823,533200,181200,TQ331811,"Lime Street","City of London, unparished area",1992-08-01,1992-12-01,40,England,2020-02-19,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01032739
EC3A 8HD,No,51.51403,-0.081823,533200,181200,TQ331811,"Lime Street","City of London, unparished area",1988-03-01,1995-07-01,40,England,2020-02-19,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01032739
EC3A 8HJ,No,51.51403,-0.081823,533200,181200,TQ331811,"Lime Street","City of London, unparished area",1980-01-01,1981-12-01,40,England,2020-02-19,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01032739
EC3A 8HL,No,51.51403,-0.081823,533200,181200,TQ331811,"Lime Street","City of London, unparished area",1980-01-01,1995-07-01,40,England,2020-02-19,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01032739
EC3A 8HN,No,51.51403,-0.081823,533200,181200,TQ331811,"Lime Street","City of London, unparished area",1980-01-01,1984-12-01,40,England,2020-02-19,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01032739
EC3A 8HR,No,51.514905,-0.080345,533300,181300,TQ332812,"Aldgate","City of London, unparished area",1980-01-01,1981-12-01,34,England,2020-02-19,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01032739
EC3A 8HS,No,51.51403,-0.081823,533200,181200,TQ331811,"Lime Street","City of London, unparished area",1980-01-01,1985-12-01,40,England,2020-02-19,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01032739
EC3A 8HT,No,51.51403,-0.081823,533200,181200,TQ331811,"Lime Street","City of London, unparished area",1992-08-01,1995-07-01,40,England,2020-02-19,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01032739
EC3A 8HU,No,51.51403,-0.081823,533200,181200,TQ331811,"Lime Street","City of London, unparished area",1980-01-01,1986-12-01,40,England,2020-02-19,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01032739
EC3A 8HX,No,51.51403,-0.081823,533200,181200,TQ331811,"Lime Street","City of London, unparished area",1985-04-01,1995-07-01,40,England,2020-02-19,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01032739
EC3A 8JB,No,51.514905,-0.080345,533300,181300,TQ332812,"Aldgate","City of London, unparished area",1985-04-01,1986-12-01,34,England,2020-02-19,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01032739
EC3A 8JD,No,51.51403,-0.081823,533200,181200,TQ331811,"Lime Street","City of London, unparished area",1986-04-01,1990-12-01,40,England,2020-02-19,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01032739
EC3A 8JE,No,51.51403,-0.081823,533200,181200,TQ331811,"Lime Street","City of London, unparished area",1986-04-01,1990-12-01,40,England,2020-02-19,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01032739
EC3A 8JH,No,51.51403,-0.081823,533200,181200,TQ331811,"Lime Street","City of London, unparished area",1990-02-01,1995-07-01,40,England,2020-02-19,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01032739
EC3A 8JJ,No,51.514054,-0.083263,533100,181200,TQ331812,"Lime Street","City of London, unparished area",1986-04-01,1994-05-01,38,England,2020-02-19,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01032739
EC3A 8JL,No,51.514242,-0.081583,533216,181224,TQ332812,"Lime Street","City of London, unparished area",1996-06-01,1999-06-01,39,England,2020-02-19,"Within the building of the matched address closest to the postcode mean",E01032739
EC3A 8JN,No,51.515336,-0.080312,533301,181348,TQ333813,"Lime Street","City of London, unparished area",1995-07-01,2007-08-01,33,England,2020-02-19,"Within the building of the matched address closest to the postcode mean",E01032739
EC3A 8JP,No,51.515336,-0.080312,533301,181348,TQ333813,"Lime Street","City of London, unparished area",1998-12-01,2008-08-01,33,England,2020-02-19,"Within the building of the matched address closest to the postcode mean",E01032739
EC3A 8JQ,Yes,51.515351,-0.079577,533352,181351,TQ333813,"Aldgate","City of London, unparished area",1990-02-01,,32,England,2020-02-19,"Within the building of the matched address closest to the postcode mean",E01032739
EC3A 8JR,No,51.514242,-0.081583,533216,181224,TQ332812,"Lime Street","City of London, unparished area",1995-12-01,1999-06-01,39,England,2020-02-19,"Within the building of the matched address closest to the postcode mean",E01032739
EC3A 8JT,No,51.514242,-0.081583,533216,181224,TQ332812,"Lime Street","City of London, unparished area",1995-07-01,2010-07-01,39,England,2020-02-19,"Within the building of the matched address closest to the postcode mean",E01032739
EC3A 8JX,No,51.514242,-0.081583,533216,181224,TQ332812,"Lime Street","City of London, unparished area",2007-01-01,2007-01-01,39,England,2020-02-19,"Within the building of the matched address closest to the postcode mean",E01032739
EC3A 8LA,No,51.51403,-0.081823,533200,181200,TQ331811,"Lime Street","City of London, unparished area",1992-01-01,1994-05-01,40,England,2020-02-19,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01032739
EC3A 8LB,No,51.51403,-0.081823,533200,181200,TQ331811,"Lime Street","City of London, unparished area",1986-07-01,1995-07-01,40,England,2020-02-19,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01032739
EC3A 8LD,No,51.51403,-0.081823,533200,181200,TQ331811,"Lime Street","City of London, unparished area",1990-02-01,1992-12-01,40,England,2020-02-19,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01032739
EC3A 8LE,No,51.515973,-0.080228,533305,181419,TQ333814,"Bishopsgate","City of London, unparished area",1996-06-01,2014-10-01,31,England,2020-02-19,"Within the building of the matched address closest to the postcode mean",E01032739
EC3A 8LH,No,51.514242,-0.081583,533216,181224,TQ332812,"Lime Street","City of London, unparished area",1995-01-01,1998-12-01,39,England,2020-02-19,"Within the building of the matched address closest to the postcode mean",E01032739
EC3A 8LJ,No,51.514975,-0.080212,533309,181308,TQ333813,"Aldgate","City of London, unparished area",1997-06-01,1999-12-01,34,England,2020-02-19,"Postcode sector mean (mainly PO Boxes)",E01032739
EC3A 8LL,No,51.515017,-0.081104,533247,181311,TQ332813,"Lime Street","City of London, unparished area",1997-06-01,2013-02-01,33,England,2020-02-19,"Within the building of the matched address closest to the postcode mean",E01032739
EC3A 8LP,No,51.514242,-0.081583,533216,181224,TQ332812,"Lime Street","City of London, unparished area",1997-06-01,2004-08-01,39,England,2020-02-19,"Within the building of the matched address closest to the postcode mean",E01032739
EC3A 8LQ,No,51.51403,-0.081823,533200,181200,TQ331811,"Lime Street","City of London, unparished area",1986-04-01,1994-05-01,40,England,2020-02-19,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01032739
EC3A 8LT,No,51.515973,-0.080228,533305,181419,TQ333814,"Bishopsgate","City of London, unparished area",1998-12-01,2008-12-01,31,England,2020-02-19,"Within the building of the matched address closest to the postcode mean",E01032739
EC3A 8LX,No,51.51403,-0.081823,533200,181200,TQ331811,"Lime Street","City of London, unparished area",1998-12-01,1999-06-01,40,England,2020-02-19,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01032739
EC3A 8LY,No,51.514242,-0.081583,533216,181224,TQ332812,"Lime Street","City of London, unparished area",1997-12-01,2000-07-01,39,England,2020-02-19,"Within the building of the matched address closest to the postcode mean",E01032739
EC3A 8NA,No,51.514198,-0.081081,533251,181220,TQ332812,"Aldgate","City of London, unparished area",1995-12-01,2010-08-01,38,England,2020-02-19,"Within the building of the matched address closest to the postcode mean",E01032739
EC3A 8NB,No,51.515973,-0.080228,533305,181419,TQ333814,"Bishopsgate","City of London, unparished area",1996-12-01,1998-12-01,31,England,2020-02-19,"Within the building of the matched address closest to the postcode mean",E01032739
EC3A 8ND,No,51.514242,-0.081583,533216,181224,TQ332812,"Lime Street","City of London, unparished area",2000-06-01,2016-11-01,39,England,2020-02-19,"Within the building of the matched address closest to the postcode mean",E01032739
EC3A 8NH,No,51.515973,-0.080228,533305,181419,TQ333814,"Bishopsgate","City of London, unparished area",1997-06-01,2012-05-01,31,England,2020-02-19,"Within the building of the matched address closest to the postcode mean",E01032739
EC3A 8NL,No,51.514198,-0.081081,533251,181220,TQ332812,"Aldgate","City of London, unparished area",1998-12-01,2004-09-01,38,England,2020-02-19,"Within the building of the matched address closest to the postcode mean",E01032739
EC3A 8NN,No,51.51403,-0.081823,533200,181200,TQ331811,"Lime Street","City of London, unparished area",1998-08-01,2000-09-01,40,England,2020-02-19,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01032739
EC3A 8NP,No,51.514242,-0.081583,533216,181224,TQ332812,"Lime Street","City of London, unparished area",1998-12-01,2016-01-01,39,England,2020-02-19,"Within the building of the matched address closest to the postcode mean",E01032739
EC3A 8NQ,No,51.514242,-0.081583,533216,181224,TQ332812,"Lime Street","City of London, unparished area",1999-12-01,2001-03-01,39,England,2020-02-19,"Within the building of the matched address closest to the postcode mean",E01032739
EC3A 8NR,No,51.515973,-0.080228,533305,181419,TQ333814,"Bishopsgate","City of London, unparished area",1999-12-01,2010-12-01,31,England,2020-02-19,"Within the building of the matched address closest to the postcode mean",E01032739
EC3A 8NS,No,51.514242,-0.081583,533216,181224,TQ332812,"Lime Street","City of London, unparished area",2000-12-01,2015-11-01,39,England,2020-02-19,"Within the building of the matched address closest to the postcode mean",E01032739
EC3A 8NT,No,51.514242,-0.081583,533216,181224,TQ332812,"Lime Street","City of London, unparished area",2000-12-01,2015-11-01,39,England,2020-02-19,"Within the building of the matched address closest to the postcode mean",E01032739
EC3A 8NU,No,51.514242,-0.081583,533216,181224,TQ332812,"Lime Street","City of London, unparished area",2001-06-01,2010-08-01,39,England,2020-02-19,"Within the building of the matched address closest to the postcode mean",E01032739
EC3A 8TB,No,51.51403,-0.081823,533200,181200,TQ331811,"Lime Street","City of London, unparished area",1988-03-01,1990-12-01,40,England,2020-02-19,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01032739
EC3B 0AB,No,51.51403,-0.081823,533200,181200,TQ331811,"Lime Street","City of London, unparished area",1999-09-01,2000-09-01,40,England,2020-02-19,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01032739
EC3M 1AA,Yes,51.510603,-0.085599,532948,180812,TQ329808,"Bridge","City of London, unparished area",1980-01-01,,31,England,2020-02-19,"Within the building of the matched address closest to the postcode mean",E01032739
EC3M 1AB,No,51.51068,-0.085956,532923,180820,TQ329808,"Candlewick","City of London, unparished area",1998-12-01,2016-01-01,32,England,2020-02-19,"Within the building of the matched address closest to the postcode mean",E01032739
EC3M 1AD,No,51.510483,-0.084854,533000,180800,TQ330808,"Bridge","City of London, unparished area",1981-09-01,1984-12-01,30,England,2020-02-19,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01032739
EC3M 1AE,Yes,51.510606,-0.085253,532972,180813,TQ329808,"Bridge","City of London, unparished area",1998-12-01,,31,England,2020-02-19,"Within the building of the matched address closest to the postcode mean",E01032739
EC3M 1AG,No,51.510815,-0.085388,532962,180836,TQ329808,"Bridge","City of London, unparished area",2001-12-01,2018-03-01,32,England,2020-02-19,"Within the building of the matched address closest to the postcode mean",E01032739
EC3M 1AH,No,51.510578,-0.08521,532975,180810,TQ329808,"Bridge","City of London, unparished area",1995-12-01,2005-10-01,31,England,2020-02-19,"Within the building of the matched address closest to the postcode mean",E01032739
EC3M 1AJ,Yes,51.510498,-0.084695,533011,180802,TQ330808,"Bridge","City of London, unparished area",1980-01-01,,30,England,2020-02-19,"Within the building of the matched address closest to the postcode mean",E01032739
EC3M 1AL,No,51.510437,-0.083718,533079,180797,TQ330807,"Billingsgate","City of London, unparished area",2005-08-01,2008-12-01,29,England,2020-02-19,"Within the building of the matched address closest to the postcode mean",E01032739
EC3M 1AN,No,51.510437,-0.083718,533079,180797,TQ330807,"Billingsgate","City of London, unparished area",1980-01-01,2001-07-01,29,England,2020-02-19,"Within the building of the matched address closest to the postcode mean",E01032739
EC3M 1AP,No,51.50956,-0.083452,533100,180700,TQ330806,"Billingsgate","City of London, unparished area",1980-01-01,1985-12-01,22,England,2020-02-19,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01032739
EC3M 1AR,No,51.510488,-0.084652,533014,180801,TQ330808,"Bridge","City of London, unparished area",1980-01-01,2000-06-01,30,England,2020-02-19,"Within the building of the matched address closest to the postcode mean",E01032739
EC3M 1AS,No,51.510836,-0.083355,533103,180842,TQ331808,"Bridge","City of London, unparished area",1991-01-01,1999-12-01,31,England,2020-02-19,"Within the building of the matched address closest to the postcode mean",E01032739
EC3M 1AT,No,51.510483,-0.084854,533000,180800,TQ330808,"Bridge","City of London, unparished area",1980-01-01,1984-12-01,30,England,2020-02-19,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01032739
EC3M 1AX,No,51.510483,-0.084854,533000,180800,TQ330808,"Bridge","City of London, unparished area",1983-07-01,1983-12-01,30,England,2020-02-19,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01032739
EC3M 1AY,No,51.510483,-0.084854,533000,180800,TQ330808,"Bridge","City of London, unparished area",1986-04-01,1996-06-01,30,England,2020-02-19,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01032739
EC3M 1BB,No,51.510459,-0.083414,533100,180800,TQ331807,"Billingsgate","City of London, unparished area",1992-01-01,1992-12-01,29,England,2020-02-19,"Postcode terminated prior to Gridlink initiative - last known ONS postcode grid reference",E01032739
